Serial,IQ,Bengali,English,Math,Physical_Science,Biology,History,Geography,Stream
1884,105,100,92,83,77,69,73,75,Commerce
1885,92,87,99,90,72,75,77,79,Commerce
1886,109,87,86,99,81,77,71,77,Commerce
1887,90,98,81,94,79,69,79,77,Commerce
1888,109,86,85,98,70,65,78,72,Commerce
1889,100,98,86,86,78,72,78,76,Commerce
1890,106,85,93,98,82,76,77,70,Commerce
1891,97,85,97,98,82,75,79,70,Commerce
1892,93,82,94,90,70,65,79,76,Commerce
1893,95,86,81,84,72,68,70,79,Commerce
1894,97,98,89,84,77,79,71,78,Commerce
1895,109,87,91,87,83,73,75,76,Commerce
1896,92,89,96,89,72,78,79,79,Commerce
1897,105,99,87,85,85,73,74,74,Commerce
1898,92,94,90,94,82,69,78,77,Commerce
1899,107,94,82,95,73,68,74,71,Commerce
1900,103,80,85,96,77,67,71,78,Commerce
1901,107,99,88,87,70,67,79,75,Commerce
1902,91,86,85,87,82,76,73,78,Commerce
1903,92,83,88,88,82,69,78,71,Commerce
1904,105,85,86,81,75,74,70,72,Commerce
1905,98,80,88,94,70,65,80,77,Commerce
1906,93,84,97,97,83,69,70,70,Commerce
1907,90,80,91,82,70,70,76,79,Commerce
1908,93,83,87,96,83,80,80,76,Commerce
1909,90,81,87,83,77,71,72,76,Commerce
1910,103,89,97,83,80,76,79,70,Commerce
1911,110,84,99,93,73,80,71,78,Commerce
1912,105,89,94,88,81,73,78,77,Commerce
1913,109,80,86,88,70,67,72,73,Commerce
1914,97,85,90,97,79,79,71,79,Commerce
1915,96,92,99,89,76,80,77,80,Commerce
1916,92,94,95,100,74,66,79,74,Commerce
1917,106,83,83,83,74,80,75,71,Commerce
1918,90,92,85,91,70,78,75,78,Commerce
1919,105,99,82,87,85,67,79,75,Commerce
1920,101,94,88,81,83,76,80,72,Commerce
1921,108,87,89,92,79,73,76,76,Commerce
1922,103,84,93,100,80,76,76,78,Commerce
1923,95,94,90,95,75,71,80,72,Commerce
1924,95,83,97,81,83,73,75,71,Commerce
1925,102,91,91,90,78,77,73,76,Commerce
1926,108,92,91,89,78,66,80,76,Commerce
1927,97,81,92,94,77,69,78,73,Commerce
1928,91,98,92,96,74,77,75,80,Commerce
1929,110,98,98,87,70,68,73,78,Commerce
1930,90,83,98,97,78,79,72,77,Commerce
1931,104,83,93,88,70,66,73,70,Commerce
1932,90,90,83,87,77,80,72,70,Commerce
1933,94,84,92,93,74,73,71,74,Commerce
1934,105,99,87,97,72,73,74,75,Commerce
1935,108,90,100,99,80,70,71,72,Commerce
1936,93,89,98,99,76,75,75,78,Commerce
1937,92,87,91,100,76,70,72,79,Commerce
1938,106,85,97,91,78,72,75,75,Commerce
1939,106,85,85,98,76,70,80,73,Commerce
1940,101,87,97,93,82,65,79,76,Commerce
1941,103,94,98,96,85,68,78,77,Commerce
1942,110,93,84,100,80,77,70,78,Commerce
1943,95,90,88,82,83,71,75,80,Commerce
1944,92,91,82,86,72,77,78,75,Commerce
1945,98,92,89,96,80,77,80,75,Commerce
1946,94,87,98,91,82,66,73,77,Commerce
1947,106,97,82,88,84,73,80,74,Commerce
1948,103,80,94,94,83,72,71,72,Commerce
1949,110,94,80,97,82,72,73,72,Commerce
1950,92,87,86,100,70,71,70,75,Commerce
1951,90,90,91,92,77,68,72,71,Commerce
1952,109,91,96,100,81,66,79,75,Commerce
1953,110,91,100,87,72,67,78,75,Commerce
1954,90,83,99,93,81,76,79,77,Commerce
1955,92,95,84,87,77,70,74,76,Commerce
1956,107,83,83,93,77,76,80,77,Commerce
1957,99,84,91,86,82,76,75,78,Commerce
1958,92,84,99,91,74,69,72,75,Commerce
1959,97,87,97,90,82,76,74,72,Commerce
1960,103,89,96,90,81,72,80,79,Commerce
1961,107,96,98,92,82,70,77,72,Commerce
1962,104,88,88,97,85,70,75,80,Commerce
1963,91,98,83,81,70,65,73,70,Commerce
1964,99,93,100,100,82,68,71,80,Commerce
1965,91,87,81,94,79,69,78,74,Commerce
1966,106,88,83,99,76,76,70,73,Commerce
1967,97,90,81,97,81,75,70,78,Commerce
1968,90,80,94,94,79,67,73,78,Commerce
1969,98,93,81,98,74,77,76,74,Commerce
1970,100,84,83,91,77,73,70,79,Commerce
1971,105,100,85,92,78,65,78,73,Commerce
1972,96,93,86,90,80,70,73,76,Commerce
1973,99,83,89,84,83,70,72,75,Commerce
1974,92,80,98,80,76,74,70,73,Commerce
1975,107,98,98,82,83,69,79,79,Commerce
1976,102,87,91,98,82,76,73,71,Commerce
1977,96,94,82,86,84,79,78,70,Commerce
1978,93,100,92,91,76,69,79,73,Commerce
1979,102,94,97,94,70,74,75,73,Commerce
1980,109,88,87,84,84,78,75,70,Commerce
1981,90,100,100,94,73,77,70,75,Commerce
1982,97,88,94,87,71,69,79,73,Commerce
1983,103,89,80,89,71,70,71,70,Commerce
1984,105,99,82,95,71,72,80,70,Commerce
1985,103,100,87,87,73,66,75,70,Commerce
1986,101,88,83,80,83,70,71,77,Commerce
1987,108,82,95,91,70,65,72,79,Commerce
1988,104,99,89,84,84,68,73,77,Commerce
1989,91,90,91,82,73,78,80,71,Commerce
1990,91,85,93,80,71,74,74,80,Commerce
1991,108,81,93,83,74,67,78,76,Commerce
1992,106,86,81,87,72,73,73,77,Commerce
1993,109,97,84,82,84,67,80,77,Commerce
1994,99,81,84,89,81,79,78,80,Commerce
1995,95,96,85,81,77,70,80,79,Commerce
1996,104,90,92,90,73,65,79,80,Commerce
1997,100,91,88,89,70,76,72,76,Commerce
1998,94,98,94,100,70,70,77,74,Commerce
1999,90,86,93,93,81,68,70,70,Commerce
2000,97,99,86,86,79,72,80,78,Commerce
2001,110,85,99,81,72,77,78,76,Commerce
2002,101,100,81,88,84,75,78,71,Commerce
2003,101,80,86,95,78,73,79,75,Commerce
2004,94,96,85,92,76,68,71,71,Commerce
2005,96,90,96,88,71,74,73,70,Commerce
2006,93,97,81,99,84,76,77,76,Commerce
2007,95,100,82,83,82,74,76,71,Commerce
2008,102,96,84,89,78,70,70,71,Commerce
2009,109,86,84,91,79,65,74,80,Commerce
2010,104,96,80,96,71,68,76,74,Commerce
2011,92,99,87,93,72,71,73,74,Commerce
2012,97,88,91,93,80,76,70,76,Commerce
2013,109,96,83,81,82,80,78,70,Commerce
2014,105,99,92,100,79,79,74,77,Commerce
2015,102,87,94,99,83,65,80,72,Commerce
2016,107,96,90,90,71,72,71,73,Commerce
2017,99,86,89,95,72,76,77,78,Commerce
2018,108,80,82,98,75,74,80,73,Commerce
2019,106,92,93,85,78,76,71,79,Commerce
2020,108,98,95,98,78,75,72,74,Commerce
2021,94,98,89,84,76,70,79,76,Commerce
2022,110,96,89,83,81,69,70,73,Commerce
2023,98,92,91,94,72,74,80,70,Commerce
2024,101,95,88,83,73,75,71,78,Commerce
2025,110,87,80,99,75,79,76,73,Commerce
2026,90,98,84,89,80,78,79,78,Commerce
2027,90,97,99,82,74,73,71,75,Commerce
2028,104,80,87,84,71,66,75,70,Commerce
2029,91,93,90,85,82,69,72,72,Commerce
2030,105,98,91,100,75,70,73,80,Commerce
2031,97,94,80,87,72,71,80,71,Commerce
2032,102,97,99,86,85,80,77,78,Commerce
2033,110,81,90,100,83,80,72,70,Commerce
2034,90,96,84,89,77,69,79,78,Commerce
2035,105,97,94,85,71,73,75,78,Commerce
2036,96,85,84,93,70,65,70,77,Commerce
2037,94,98,91,83,78,71,76,77,Commerce
2038,92,83,84,92,83,74,77,80,Commerce
2039,101,80,96,99,81,71,80,70,Commerce
2040,105,87,96,96,72,68,77,80,Commerce
2041,108,86,91,86,80,73,72,77,Commerce
2042,94,82,94,83,70,78,79,79,Commerce
2043,103,89,94,93,76,76,70,72,Commerce
2044,94,89,85,82,82,80,78,80,Commerce
2045,104,98,91,84,84,80,75,76,Commerce
2046,106,93,99,95,79,75,80,80,Commerce
2047,103,81,97,99,74,69,78,70,Commerce
2048,109,80,93,83,74,68,76,70,Commerce
2049,94,97,81,81,83,77,70,79,Commerce
2050,101,86,88,97,70,71,70,74,Commerce
2051,105,87,84,98,84,68,75,74,Commerce
2052,105,80,99,98,84,79,74,77,Commerce
2053,110,82,80,96,78,67,78,76,Commerce
2054,96,87,82,93,76,73,71,77,Commerce
2055,93,94,85,98,77,80,77,75,Commerce
2056,90,84,84,92,78,75,80,75,Commerce
2057,94,82,100,91,75,72,74,71,Commerce
2058,99,98,84,85,81,65,71,75,Commerce
2059,94,80,80,100,74,71,79,74,Commerce
2060,93,94,96,83,75,73,80,72,Commerce
2061,91,87,98,98,80,72,80,75,Commerce
2062,109,81,93,95,71,72,75,77,Commerce
2063,99,82,91,92,73,77,79,78,Commerce
2064,108,93,89,83,72,70,77,70,Commerce
2065,90,93,99,96,82,75,73,72,Commerce
2066,94,90,100,80,76,68,71,72,Commerce
2067,102,95,97,97,78,72,80,80,Commerce
2068,93,83,90,99,74,67,74,77,Commerce
2069,105,99,81,96,75,77,71,70,Commerce
2070,105,84,97,94,79,73,71,74,Commerce
2071,91,100,86,90,83,77,75,72,Commerce
2072,106,93,94,92,81,66,80,71,Commerce
2073,109,95,90,80,81,66,79,77,Commerce
2074,101,97,97,96,71,76,78,72,Commerce
2075,107,86,91,85,85,77,73,76,Commerce
2076,92,89,85,83,72,79,75,80,Commerce
2077,90,86,99,99,72,76,76,70,Commerce
2078,90,80,92,95,81,71,80,75,Commerce
2079,108,100,99,94,81,76,75,72,Commerce
2080,100,98,95,94,84,74,77,77,Commerce
2081,94,95,97,85,78,68,73,75,Commerce
2082,101,98,89,94,84,74,70,71,Commerce
2083,92,83,87,93,76,72,76,75,Commerce
2084,90,97,97,90,77,73,72,76,Commerce
2085,90,81,100,86,80,71,75,74,Commerce
2086,97,80,80,88,85,69,71,72,Commerce
2087,99,94,87,95,85,72,78,73,Commerce
2088,100,84,85,84,79,80,70,73,Commerce
2089,101,99,84,99,80,68,75,75,Commerce
2090,102,90,94,89,78,66,75,79,Commerce
2091,101,89,94,97,75,75,74,70,Commerce
2092,103,81,81,82,73,79,74,80,Commerce
2093,91,82,80,92,81,80,70,73,Commerce
2094,108,91,90,90,70,76,79,79,Commerce
2095,107,99,89,96,77,70,74,73,Commerce
2096,92,84,97,92,76,73,71,79,Commerce
2097,106,84,97,85,71,65,76,70,Commerce
2098,97,85,96,96,77,75,72,78,Commerce
2099,99,88,87,92,81,74,73,73,Commerce
2100,91,81,94,98,74,76,72,76,Commerce
2101,108,100,87,100,76,71,72,72,Commerce
2102,98,91,96,98,73,74,73,79,Commerce
2103,96,82,91,89,74,73,74,72,Commerce
2104,93,99,87,82,77,74,70,77,Commerce
2105,110,91,93,93,70,73,73,77,Commerce
2106,107,96,83,98,70,74,80,80,Commerce
2107,102,89,80,84,84,75,77,70,Commerce
2108,100,93,80,84,73,77,79,79,Commerce
2109,93,96,98,99,72,67,76,71,Commerce
2110,110,97,95,96,82,75,78,77,Commerce
2111,93,98,93,100,79,77,74,70,Commerce
2112,99,96,100,89,81,69,79,77,Commerce
2113,94,93,95,84,71,72,73,77,Commerce
2114,98,88,84,83,81,72,77,71,Commerce
2115,92,87,88,85,72,68,78,73,Commerce
2116,106,81,81,83,80,79,76,75,Commerce
2117,92,92,97,86,84,79,76,80,Commerce
2118,105,86,85,86,84,76,74,78,Commerce
2119,93,88,88,97,80,75,73,77,Commerce
2120,107,90,80,82,83,75,79,77,Commerce
2121,106,93,88,80,80,65,70,76,Commerce
2122,96,83,95,83,70,65,79,78,Commerce
2123,94,92,92,85,70,79,79,71,Commerce
2124,101,81,88,88,75,68,76,72,Commerce
2125,106,84,100,93,85,70,70,79,Commerce
2126,102,90,92,91,74,72,70,77,Commerce
2127,92,85,88,99,77,70,74,75,Commerce
2128,98,97,90,83,71,76,78,79,Commerce
2129,106,100,83,100,85,73,75,78,Commerce
2130,106,89,81,91,73,79,72,79,Commerce
2131,109,83,85,89,77,79,72,73,Commerce
2132,105,88,93,86,81,73,76,77,Commerce
2133,102,85,83,82,75,78,75,79,Commerce
2134,108,81,85,93,70,66,78,72,Commerce
2135,106,96,98,89,84,74,75,72,Commerce
2136,93,84,85,95,73,65,74,77,Commerce
2137,101,85,81,95,70,66,79,74,Commerce
2138,98,91,97,89,82,69,76,72,Commerce
2139,108,100,92,92,71,68,70,79,Commerce
2140,101,89,88,85,74,68,76,80,Commerce
2141,98,100,98,91,83,73,72,70,Commerce
2142,96,85,92,88,77,75,78,72,Commerce
2143,103,87,90,92,77,72,75,78,Commerce
2144,109,81,80,83,80,70,78,74,Commerce
2145,108,91,86,90,72,65,74,79,Commerce
2146,104,92,100,99,80,66,76,71,Commerce
2147,105,100,94,97,82,70,73,76,Commerce
2148,110,86,80,90,73,75,76,71,Commerce
2149,94,89,91,100,79,66,70,73,Commerce
2150,92,92,86,83,80,79,76,76,Commerce
2151,101,96,94,97,83,80,77,73,Commerce
2152,109,100,100,80,75,77,74,76,Commerce
2153,110,93,98,86,80,74,71,76,Commerce
2154,93,81,80,85,85,69,74,70,Commerce
2155,110,90,96,94,80,78,75,75,Commerce
2156,105,80,96,97,79,69,71,78,Commerce
2157,96,98,82,90,72,70,75,71,Commerce
2158,102,100,91,99,71,70,75,72,Commerce
2159,110,83,85,94,75,78,70,79,Commerce
2160,99,98,90,95,80,70,70,74,Commerce
2161,96,100,82,86,82,78,80,78,Commerce
2162,103,90,87,100,84,66,79,73,Commerce
2163,94,87,93,89,74,78,72,70,Commerce
2164,92,90,93,91,83,74,79,73,Commerce
2165,100,83,89,93,79,78,79,75,Commerce
2166,100,96,81,84,74,77,72,74,Commerce
2167,107,86,93,100,79,79,73,70,Commerce
2168,104,87,88,97,82,78,71,73,Commerce
2169,101,82,82,84,74,67,78,75,Commerce
2170,98,81,100,82,79,78,79,79,Commerce
2171,99,94,87,84,81,70,80,79,Commerce
2172,101,84,95,96,74,77,76,73,Commerce
2173,106,80,81,98,72,72,76,78,Commerce
2174,95,83,85,98,76,76,75,74,Commerce
2175,96,94,100,100,75,77,72,77,Commerce
2176,103,99,91,91,73,75,75,78,Commerce
2177,102,98,84,88,71,76,77,79,Commerce
2178,97,82,81,80,81,65,77,74,Commerce
2179,99,99,95,97,78,65,80,75,Commerce
2180,98,90,84,100,70,80,78,70,Commerce
2181,107,96,94,83,82,75,70,80,Commerce
2182,91,92,91,89,82,77,70,76,Commerce
2183,94,90,83,86,80,66,72,73,Commerce
2184,94,81,94,80,84,75,72,80,Commerce
2185,95,88,90,96,83,79,79,71,Commerce
2186,108,81,95,81,73,76,77,74,Commerce
2187,97,100,85,90,70,76,79,72,Commerce
2188,105,88,93,88,82,70,70,75,Commerce
2189,102,88,97,86,85,73,71,77,Commerce
2190,90,87,91,96,85,80,71,76,Commerce
2191,109,96,90,96,75,68,72,72,Commerce
2192,106,80,92,81,73,67,75,77,Commerce
2193,96,90,100,85,74,76,70,71,Commerce
2194,102,87,90,93,74,80,71,79,Commerce
2195,93,89,95,85,78,72,70,78,Commerce
2196,93,86,94,81,70,80,74,73,Commerce
2197,95,82,100,80,82,75,76,70,Commerce
2198,108,82,94,89,71,74,77,77,Commerce
2199,101,97,83,100,82,78,79,76,Commerce
2200,96,84,90,84,75,73,70,80,Commerce
2201,99,91,98,81,74,76,76,74,Commerce
2202,108,91,94,95,80,75,74,79,Commerce
2203,96,98,83,81,76,69,79,74,Commerce
2204,92,85,100,89,72,73,70,76,Commerce
2205,102,81,92,81,72,66,72,74,Commerce
2206,102,91,98,95,79,67,76,77,Commerce
2207,107,98,81,95,71,71,79,80,Commerce
2208,109,84,93,98,85,71,70,75,Commerce
2209,97,91,83,86,82,70,76,74,Commerce
2210,98,96,95,91,72,70,74,78,Commerce
2211,96,96,100,94,79,66,70,80,Commerce
2212,90,89,99,87,70,74,70,71,Commerce
2213,92,96,93,85,74,70,70,70,Commerce
2214,102,94,94,89,83,68,80,77,Commerce
2215,106,91,82,82,84,76,78,72,Commerce
2216,90,95,87,98,81,67,80,80,Commerce
2217,95,98,95,96,74,77,72,76,Commerce
2218,110,87,89,86,81,75,74,79,Commerce
2219,95,100,83,100,80,77,80,80,Commerce
2220,101,96,97,99,76,66,79,77,Commerce
2221,102,84,81,83,73,65,78,75,Commerce
2222,102,95,96,93,72,75,75,79,Commerce
2223,104,85,92,99,70,75,78,78,Commerce
2224,110,87,83,94,81,69,77,76,Commerce
2225,105,97,90,87,84,80,77,79,Commerce
2226,110,91,86,100,77,66,70,74,Commerce
2227,100,94,91,94,82,66,78,77,Commerce
2228,94,88,89,99,72,71,75,71,Commerce
2229,93,92,86,93,82,72,78,76,Commerce
2230,92,94,92,88,84,77,72,73,Commerce
2231,108,89,86,87,71,74,72,78,Commerce
2232,109,95,96,96,80,72,75,70,Commerce
2233,107,86,89,81,73,78,78,76,Commerce
2234,104,96,89,82,72,80,76,75,Commerce
2235,98,100,83,87,82,68,72,77,Commerce
2236,106,86,99,91,70,79,72,74,Commerce
2237,103,93,83,80,72,78,71,70,Commerce
2238,104,94,86,89,81,65,78,70,Commerce
2239,90,100,80,99,71,75,72,78,Commerce
2240,110,86,91,82,77,71,80,79,Commerce
2241,92,88,92,85,75,65,74,75,Commerce
2242,105,98,89,86,78,75,78,79,Commerce
2243,100,95,94,99,77,68,77,74,Commerce
2244,101,87,92,97,79,72,71,70,Commerce
2245,99,97,100,90,72,66,72,75,Commerce
2246,105,97,88,98,74,70,71,75,Commerce
2247,97,99,88,84,76,77,77,72,Commerce
2248,95,86,94,98,74,70,75,77,Commerce
2249,101,82,89,90,77,76,75,70,Commerce
2250,110,97,89,91,81,73,78,70,Commerce
2251,97,89,87,89,74,69,77,75,Commerce
2252,93,86,95,87,70,74,73,79,Commerce
2253,97,96,96,88,74,68,73,70,Commerce
2254,107,93,84,83,73,69,78,75,Commerce
2255,94,82,83,84,75,76,70,70,Commerce
2256,98,91,97,100,72,80,71,75,Commerce
2257,93,92,98,87,84,76,71,72,Commerce
2258,106,81,83,88,85,74,75,77,Commerce
2259,98,82,86,94,80,79,73,75,Commerce
2260,90,84,89,94,74,75,80,80,Commerce
2261,110,90,97,95,71,69,79,70,Commerce
2262,109,87,98,93,80,72,72,74,Commerce
2263,102,91,83,87,75,74,72,77,Commerce
2264,105,86,89,97,82,76,72,72,Commerce
2265,102,94,80,89,84,72,75,75,Commerce
2266,103,96,97,99,81,66,77,74,Commerce
2267,92,83,84,85,75,71,80,75,Commerce
2268,95,92,94,91,74,72,76,79,Commerce
2269,107,97,96,81,75,80,73,70,Commerce
2270,108,80,82,86,80,75,80,76,Commerce
2271,94,95,91,95,76,70,73,78,Commerce
2272,104,92,81,82,81,69,80,71,Commerce
2273,91,89,80,92,74,75,79,79,Commerce
2274,99,91,100,82,70,73,80,74,Commerce
2275,107,81,96,97,77,77,80,79,Commerce
2276,102,82,95,90,73,67,80,73,Commerce
2277,94,89,84,87,78,76,71,75,Commerce
2278,90,81,94,85,83,77,70,75,Commerce
2279,90,92,82,80,79,77,78,80,Commerce
2280,107,92,86,80,81,74,71,71,Commerce
2281,104,97,90,87,75,68,77,71,Commerce
2282,106,82,89,84,70,73,78,73,Commerce
2283,100,86,88,95,72,70,73,70,Commerce
2284,110,93,93,90,72,72,77,78,Commerce
2285,106,99,92,84,79,71,78,76,Commerce
2286,102,96,81,83,85,75,79,76,Commerce
2287,90,100,82,85,81,66,79,72,Commerce
2288,91,91,86,93,81,67,74,80,Commerce
2289,98,95,100,98,73,65,76,72,Commerce
2290,92,91,97,88,85,80,79,70,Commerce
2291,90,94,82,91,75,73,73,72,Commerce
2292,110,89,89,90,84,77,70,72,Commerce
2293,105,86,86,93,76,71,72,73,Commerce
2294,95,99,88,95,79,65,74,73,Commerce
2295,106,84,96,80,73,67,72,72,Commerce
2296,94,80,90,92,75,68,80,79,Commerce
2297,94,96,86,100,80,68,76,77,Commerce
2298,95,82,93,100,70,69,78,77,Commerce
2299,92,92,98,92,83,78,75,70,Commerce
2300,110,93,83,81,77,67,79,76,Commerce
2301,94,97,85,83,76,67,70,80,Commerce
2302,110,83,89,85,84,65,76,71,Commerce
2303,94,97,86,84,80,71,72,70,Commerce
2304,99,84,92,82,80,75,74,72,Commerce
2305,99,95,93,80,85,74,79,73,Commerce
2306,108,80,83,83,78,78,73,75,Commerce
2307,106,100,87,99,72,65,79,79,Commerce
2308,110,93,84,81,71,66,74,74,Commerce
2309,103,94,80,84,70,77,74,73,Commerce
2310,98,88,83,82,72,68,75,77,Commerce
2311,103,94,82,88,74,77,79,80,Commerce
2312,90,96,88,99,83,68,79,73,Commerce
2313,108,83,87,85,80,69,80,79,Commerce
2314,102,91,80,97,71,75,75,71,Commerce
2315,102,84,85,85,81,66,77,72,Commerce
2316,93,84,88,98,72,68,77,75,Commerce
2317,90,90,86,91,84,65,80,77,Commerce
2318,106,85,83,90,84,66,78,77,Commerce
2319,97,86,92,81,84,65,77,80,Commerce
2320,91,93,96,94,73,74,80,78,Commerce
2321,97,90,81,91,76,74,71,76,Commerce
2322,96,92,84,91,82,77,79,71,Commerce
2323,91,81,91,88,72,68,80,77,Commerce
2324,92,86,100,100,85,68,70,76,Commerce
2325,107,99,87,81,84,71,79,77,Commerce
2326,101,83,85,82,78,74,71,72,Commerce
2327,90,87,87,91,77,75,71,76,Commerce
2328,101,99,97,95,73,75,72,79,Commerce
2329,94,100,82,100,82,73,79,78,Commerce
2330,106,98,91,80,70,73,76,72,Commerce
2331,105,92,82,100,70,69,71,79,Commerce
2332,104,93,85,82,70,74,70,75,Commerce
2333,104,89,81,99,70,65,75,71,Commerce
2334,94,90,91,81,85,65,78,71,Commerce
2335,110,81,81,88,77,70,72,74,Commerce
2336,103,88,85,98,72,66,75,74,Commerce
2337,91,96,96,94,84,72,72,76,Commerce
2338,100,82,82,97,75,77,70,71,Commerce
2339,108,85,81,90,72,73,74,80,Commerce
2340,96,84,99,95,80,77,79,76,Commerce
2341,95,84,87,96,74,68,80,74,Commerce
2342,89,82,72,76,75,94,84,91,Bioscience
2343,89,98,91,70,83,97,88,96,Bioscience
2344,105,94,86,73,71,85,85,99,Bioscience
2345,98,92,83,70,87,90,83,92,Bioscience
2346,88,85,80,70,74,96,88,90,Bioscience
2347,102,93,93,76,88,96,85,99,Bioscience
2348,93,92,92,79,90,92,87,93,Bioscience
2349,103,96,86,76,84,99,85,99,Bioscience
2350,103,87,80,70,89,93,87,94,Bioscience
2351,97,96,87,78,79,91,87,96,Bioscience
2352,90,90,93,65,76,88,80,86,Bioscience
2353,96,98,77,68,86,89,84,92,Bioscience
2354,94,81,83,66,71,96,85,90,Bioscience
2355,95,80,72,68,72,85,80,85,Bioscience
2356,99,88,74,70,75,85,86,86,Bioscience
2357,95,84,71,65,81,88,84,95,Bioscience
2358,103,80,79,79,87,86,84,97,Bioscience
2359,92,95,77,67,80,88,80,99,Bioscience
2360,92,96,88,77,85,95,82,95,Bioscience
2361,96,88,89,78,90,85,88,89,Bioscience
2362,89,88,71,69,75,90,81,99,Bioscience
2363,95,96,92,66,77,92,87,87,Bioscience
2364,96,82,88,72,89,96,84,98,Bioscience
2365,96,96,94,65,74,86,86,98,Bioscience
2366,93,83,86,67,77,88,81,85,Bioscience
2367,93,87,73,71,70,99,87,94,Bioscience
2368,105,100,82,71,76,98,86,85,Bioscience
2369,89,93,86,70,73,100,85,85,Bioscience
2370,104,83,89,76,79,96,84,85,Bioscience
2371,101,83,73,74,76,85,87,86,Bioscience
2372,101,100,85,79,76,87,80,94,Bioscience
2373,88,91,79,67,77,100,83,88,Bioscience
2374,99,92,92,79,74,96,86,88,Bioscience
2375,96,83,73,67,89,95,90,97,Bioscience
2376,94,83,70,80,71,100,84,96,Bioscience
2377,102,84,95,76,78,100,88,100,Bioscience
2378,101,95,91,74,82,92,82,100,Bioscience
2379,96,97,83,67,88,88,81,96,Bioscience
2380,93,97,74,78,72,87,90,86,Bioscience
2381,92,89,82,72,80,99,82,94,Bioscience
2382,91,84,87,78,73,95,88,92,Bioscience
2383,104,88,75,70,84,92,86,96,Bioscience
2384,92,94,84,65,89,97,82,97,Bioscience
2385,104,81,85,73,82,93,86,100,Bioscience
2386,99,97,80,67,77,91,86,97,Bioscience
2387,88,90,84,79,90,90,81,85,Bioscience
2388,100,86,93,77,76,88,86,91,Bioscience
2389,96,98,88,71,85,89,80,98,Bioscience
2390,103,88,86,70,84,91,81,96,Bioscience
2391,88,95,87,67,88,100,90,95,Bioscience
2392,102,88,86,79,70,87,89,96,Bioscience
2393,93,92,78,69,71,90,87,97,Bioscience
2394,102,89,74,65,79,99,80,96,Bioscience
2395,89,97,82,79,76,94,87,89,Bioscience
2396,103,97,92,74,72,93,85,94,Bioscience
2397,98,100,95,74,90,97,88,87,Bioscience
2398,104,100,76,77,89,89,88,87,Bioscience
2399,97,81,77,79,87,92,88,93,Bioscience
2400,89,83,73,77,81,91,85,96,Bioscience
2401,90,90,84,76,75,100,87,94,Bioscience
2402,89,90,92,79,86,85,87,90,Bioscience
2403,101,92,76,75,79,95,88,95,Bioscience
2404,99,83,77,67,90,89,83,94,Bioscience
2405,95,83,78,67,71,88,81,96,Bioscience
2406,95,82,74,78,73,85,83,88,Bioscience
2407,103,91,74,69,90,99,88,95,Bioscience
2408,89,80,79,77,76,98,89,89,Bioscience
2409,100,92,92,67,76,97,90,97,Bioscience
2410,91,89,70,69,86,85,82,97,Bioscience
2411,89,89,77,69,73,90,86,94,Bioscience
2412,97,94,71,69,80,100,81,100,Bioscience
2413,105,90,84,75,76,94,87,93,Bioscience
2414,101,95,76,79,74,87,84,85,Bioscience
2415,101,96,90,79,90,87,87,94,Bioscience
2416,100,99,85,76,74,89,87,97,Bioscience
2417,102,96,90,68,71,100,90,86,Bioscience
2418,97,90,86,80,84,87,85,86,Bioscience
2419,90,90,81,73,88,99,83,89,Bioscience
2420,103,84,92,73,72,95,85,98,Bioscience
2421,96,92,82,76,84,99,81,93,Bioscience
2422,97,82,94,77,81,98,81,100,Bioscience
2423,94,99,95,80,87,90,85,98,Bioscience
2424,91,97,85,74,72,98,89,93,Bioscience
2425,104,82,87,74,90,87,85,95,Bioscience
2426,102,96,76,76,83,89,88,90,Bioscience
2427,99,82,91,69,87,88,81,86,Bioscience
2428,95,95,87,69,77,87,84,91,Bioscience
2429,102,81,93,75,89,86,86,94,Bioscience
2430,97,90,76,66,83,87,83,87,Bioscience
2431,95,93,90,70,72,86,80,88,Bioscience
2432,96,95,82,76,89,91,80,85,Bioscience
2433,92,88,74,80,86,86,90,96,Bioscience
2434,89,99,74,73,76,85,86,99,Bioscience
2435,97,96,84,71,81,100,82,98,Bioscience
2436,103,84,78,72,78,86,82,91,Bioscience
2437,89,94,72,75,81,86,80,94,Bioscience
2438,103,95,81,73,90,85,90,100,Bioscience
2439,102,87,86,65,88,87,81,94,Bioscience
2440,92,95,78,73,74,93,88,89,Bioscience
2441,99,98,94,71,90,98,82,90,Bioscience
2442,90,97,90,76,79,96,83,96,Bioscience
2443,101,96,83,79,84,94,83,92,Bioscience
2444,100,93,94,80,86,86,89,98,Bioscience
2445,94,85,81,74,80,97,80,98,Bioscience
2446,89,96,73,70,79,85,83,85,Bioscience
2447,105,87,70,72,79,95,83,96,Bioscience
2448,96,91,94,67,88,91,83,90,Bioscience
2449,104,86,94,79,78,99,82,93,Bioscience
2450,100,86,89,78,75,89,90,89,Bioscience
2451,102,83,72,78,77,95,84,90,Bioscience
2452,101,100,77,70,74,92,84,90,Bioscience
2453,91,83,71,70,78,93,84,85,Bioscience
2454,94,81,71,78,72,100,90,97,Bioscience
2455,96,99,76,73,71,96,83,87,Bioscience
2456,96,91,84,76,85,91,83,91,Bioscience
2457,88,89,71,72,71,92,83,88,Bioscience
2458,97,95,95,72,81,96,83,87,Bioscience
2459,90,88,81,75,86,90,80,90,Bioscience
