Serial,IQ,English,Math,Physics,Chemistry,Biology,CS,STREAM
1814,109,96,0,87,89,89,0,BDS
1815,107,95,0,92,87,87,0,BDS
1816,105,92,74,91,88,86,0,BDS
1817,107,91,75,86,85,91,0,BDS
1818,101,96,0,87,87,89,0,BDS
1819,100,95,0,91,89,85,0,BDS
1820,109,95,0,92,91,87,0,BDS
1821,103,98,80,86,86,89,0,BDS
1822,100,90,77,92,90,93,0,BDS
1823,103,90,0,92,91,85,0,BDS
1824,100,92,0,89,90,86,0,BDS
1825,106,97,79,87,86,86,0,BDS
1826,102,90,0,91,85,89,0,BDS
1827,101,97,0,91,91,90,0,BDS
1828,105,91,71,85,92,94,0,BDS
1829,108,96,77,87,86,92,0,BDS
1830,106,97,78,85,91,89,0,BDS
1831,105,92,75,88,86,85,0,BDS
1832,101,94,0,87,88,88,0,BDS
1833,100,95,76,86,88,85,0,BDS
1834,105,91,80,88,87,92,0,BDS
1835,108,93,77,85,88,89,0,BDS
1836,102,94,0,88,88,88,0,BDS
1837,109,92,0,88,87,94,0,BDS
1838,104,94,0,86,85,90,0,BDS
1839,107,93,0,92,87,85,0,BDS
1840,109,91,73,85,89,86,0,BDS
1841,105,92,0,86,85,92,0,BDS
1842,102,93,79,92,85,87,0,BDS
1843,104,93,75,88,85,94,0,BDS
1844,108,96,73,89,87,89,0,BDS
1845,102,93,76,87,86,93,0,BDS
1846,105,98,72,90,89,93,0,BDS
1847,106,97,0,90,88,85,0,BDS
1848,105,94,76,90,87,88,0,BDS
1849,109,92,76,92,90,88,0,BDS
1850,106,90,0,87,85,93,0,BDS
1851,101,95,0,86,86,93,0,BDS
1852,109,98,0,91,92,94,0,BDS
1853,105,94,74,90,85,91,0,BDS
1854,100,95,0,88,86,87,0,BDS
1855,108,92,0,86,89,94,0,BDS
1856,108,93,75,89,89,90,0,BDS
1857,102,90,0,92,86,93,0,BDS
1858,100,97,0,89,91,89,0,BDS
1859,102,94,0,88,90,91,0,BDS
1860,100,95,0,86,92,88,0,BDS
1861,106,92,73,86,87,85,0,BDS
1862,105,93,0,90,92,87,0,BDS
1863,103,96,71,88,87,92,0,BDS
1864,102,98,71,85,92,93,0,BDS
1865,107,95,74,88,88,85,0,BDS
1866,104,91,71,91,86,88,0,BDS
1867,107,97,0,87,88,86,0,BDS
1868,102,90,0,87,91,94,0,BDS
1869,103,97,71,91,86,85,0,BDS
1870,106,91,72,92,91,87,0,BDS
1871,100,91,75,89,92,85,0,BDS
1872,105,94,0,90,92,85,0,BDS
1873,104,94,71,92,86,86,0,BDS
1874,101,92,0,90,88,94,0,BDS
1875,109,98,0,91,89,91,0,BDS
1876,105,90,76,89,89,88,0,BDS
1877,101,96,75,88,88,90,0,BDS
1878,102,92,72,87,86,91,0,BDS
1879,103,90,71,91,92,94,0,BDS
1880,108,96,0,89,91,86,0,BDS
1881,100,90,0,92,87,94,0,BDS
1882,109,90,74,91,85,87,0,BDS
1883,103,92,76,87,85,87,0,BDS
1884,105,98,73,86,85,88,0,BDS
1885,103,94,78,89,89,90,0,BDS
1886,108,95,0,88,87,92,0,BDS
1887,109,98,0,90,92,88,0,BDS
1888,103,94,76,92,91,91,0,BDS
1889,108,92,0,85,85,88,0,BDS
1890,109,96,0,85,86,86,0,BDS
1891,107,94,78,87,85,92,0,BDS
1892,104,95,0,86,92,94,0,BDS
1893,109,93,0,86,91,91,0,BDS
1894,108,91,72,90,92,87,0,BDS
1895,109,98,0,87,85,86,0,BDS
1896,100,93,0,86,87,86,0,BDS
1897,101,91,0,86,91,86,0,BDS
1898,106,94,76,88,87,86,0,BDS
1899,106,96,0,88,92,85,0,BDS
1900,102,98,0,87,88,87,0,BDS
1901,100,94,74,88,91,85,0,BDS
1902,105,90,0,89,88,90,0,BDS
1903,107,97,0,87,92,87,0,BDS
1904,108,92,80,92,91,86,0,BDS
1905,102,98,70,90,92,92,0,BDS
1906,105,91,0,90,89,93,0,BDS
1907,106,90,72,88,88,91,0,BDS
1908,101,96,0,90,92,87,0,BDS
1909,109,90,70,86,92,85,0,BDS
1910,100,93,71,88,87,86,0,BDS
1911,108,91,73,92,92,90,0,BDS
1912,107,95,79,91,91,85,0,BDS
1913,106,96,79,86,87,90,0,BDS
1914,109,95,76,90,92,90,0,BDS
1915,105,93,80,85,89,87,0,BDS
1916,105,98,71,89,88,94,0,BDS
1917,100,97,0,85,87,89,0,BDS
1918,100,92,0,87,85,85,0,BDS
1919,102,95,77,89,91,88,0,BDS
1920,103,92,0,89,87,89,0,BDS
1921,101,98,78,90,90,92,0,BDS
1922,109,90,0,92,89,89,0,BDS
1923,103,93,0,86,88,91,0,BDS
1924,105,95,78,92,88,85,0,BDS
1925,102,92,0,90,91,89,0,BDS
1926,101,93,74,87,89,91,0,BDS
1927,100,92,76,92,92,93,0,BDS
1928,107,94,0,85,90,92,0,BDS
1929,103,93,71,86,87,86,0,BDS
1930,101,95,0,91,90,85,0,BDS
1931,109,95,77,87,85,88,0,BDS
1932,102,95,77,89,88,89,0,BDS
1933,108,93,74,87,92,87,0,BDS
1934,100,90,79,90,88,92,0,BDS
1935,106,96,72,91,88,85,0,BDS
1936,109,93,0,92,88,90,0,BDS
1937,100,92,0,86,92,86,0,BDS
1938,100,97,78,88,87,88,0,BDS
1939,108,93,0,90,85,86,0,BDS
1940,103,94,0,88,86,91,0,BDS
1941,107,94,0,85,89,85,0,BDS
1942,109,95,0,85,88,85,0,BDS
1943,105,94,80,91,90,85,0,BDS
1944,102,90,70,90,90,92,0,BDS
1945,108,98,72,86,90,93,0,BDS
1946,105,93,73,88,88,87,0,BDS
1947,100,93,80,90,86,88,0,BDS
1948,104,91,76,86,86,90,0,BDS
1949,106,95,0,91,88,89,0,BDS
1950,108,94,0,87,85,86,0,BDS
1951,106,98,0,90,92,85,0,BDS
1952,101,97,0,89,86,90,0,BDS
1953,101,96,78,85,87,91,0,BDS
1954,101,95,0,89,89,85,0,BDS
1955,100,96,79,88,88,88,0,BDS
1956,108,91,71,91,88,86,0,BDS
1957,101,96,71,92,87,88,0,BDS
1958,102,90,0,90,87,85,0,BDS
1959,100,95,75,92,87,94,0,BDS
1960,100,91,0,88,85,90,0,BDS
1961,105,95,73,85,91,90,0,BDS
1962,101,91,0,89,87,89,0,BDS
1963,105,96,0,90,89,90,0,BDS
1964,102,94,0,91,85,87,0,BDS
1965,102,96,0,87,88,89,0,BDS
1966,108,93,73,85,92,89,0,BDS
1967,101,95,74,85,85,87,0,BDS
1968,104,92,0,91,90,88,0,BDS
1969,105,90,73,92,85,94,0,BDS
1970,108,97,0,89,91,92,0,BDS
1971,105,93,73,90,91,91,0,BDS
1972,102,98,80,92,88,88,0,BDS
1973,107,90,0,92,86,91,0,BDS
1974,102,91,78,85,86,85,0,BDS
1975,109,91,77,88,86,85,0,BDS
1976,103,90,74,85,87,87,0,BDS
1977,101,97,70,90,85,89,0,BDS
1978,108,90,0,92,85,87,0,BDS
1979,108,97,0,91,85,91,0,BDS
1980,100,92,0,88,90,89,0,BDS
1981,100,93,0,92,85,94,0,BDS
1982,109,97,0,86,87,93,0,BDS
1983,106,91,80,88,91,93,0,BDS
1984,102,91,0,89,89,93,0,BDS
1985,107,90,0,91,87,93,0,BDS
1986,102,96,72,85,90,92,0,BDS
1987,107,98,0,89,88,92,0,BDS
1988,101,96,75,87,88,92,0,BDS
1989,109,95,79,88,91,85,0,BDS
1990,107,94,77,87,85,92,0,BDS
1991,106,91,0,90,90,94,0,BDS
1992,104,94,75,87,87,88,0,BDS
1993,103,98,0,92,87,90,0,BDS
1994,103,90,0,85,87,87,0,BDS
1995,102,93,78,88,89,89,0,BDS
1996,101,91,0,92,88,91,0,BDS
1997,103,94,0,89,90,89,0,BDS
1998,105,97,72,91,87,94,0,BDS
1999,109,90,0,88,85,86,0,BDS
2000,100,97,0,90,87,93,0,BDS
2001,100,98,0,88,88,92,0,BDS
2002,103,92,0,87,91,85,0,BDS
2003,100,91,0,89,92,86,0,BDS
2004,100,97,71,86,85,94,0,BDS
2005,100,93,0,89,85,87,0,BDS
2006,106,92,71,85,87,88,0,BDS
2007,101,90,78,90,92,93,0,BDS
2008,104,94,76,88,88,94,0,BDS
2009,101,96,70,91,85,89,0,BDS
2010,106,91,0,91,92,89,0,BDS
2011,100,98,76,90,88,92,0,BDS
2012,105,98,78,87,92,86,0,BDS
2013,101,92,70,86,90,90,0,BDS
2014,106,95,77,89,91,87,0,BDS
2015,105,90,0,86,86,88,0,BDS
2016,104,90,0,87,90,88,0,BDS
2017,103,92,0,91,92,85,0,BDS
2018,109,96,78,85,85,88,0,BDS
2019,107,91,0,88,90,93,0,BDS
2020,105,94,76,85,86,92,0,BDS
2021,104,91,76,85,92,87,0,BDS
2022,108,92,0,90,90,85,0,BDS
2023,102,96,0,85,86,92,0,BDS
2024,107,90,0,90,91,85,0,BDS
2025,103,94,0,92,89,87,0,BDS
2026,103,90,79,85,87,90,0,BDS
2027,105,93,75,88,88,91,0,BDS
2028,105,97,72,92,89,92,0,BDS
2029,108,92,0,87,89,87,0,BDS
2030,103,98,70,92,89,88,0,BDS
2031,100,98,0,90,91,94,0,BDS
2032,107,98,0,86,90,92,0,BDS
2033,108,95,0,90,85,91,0,BDS
2034,109,94,72,85,92,89,0,BDS
2035,100,90,0,92,89,94,0,BDS
2036,100,93,73,87,87,87,0,BDS
2037,100,96,0,89,91,94,0,BDS
2038,102,90,75,85,90,90,0,BDS
2039,107,93,0,90,91,92,0,BDS
2040,100,95,0,92,90,90,0,BDS
2041,109,95,78,88,87,93,0,BDS
2042,109,96,0,91,85,90,0,BDS
2043,102,97,80,85,86,88,0,BDS
2044,101,97,0,92,90,90,0,BDS
2045,109,98,0,89,91,87,0,BDS
2046,102,94,74,92,88,87,0,BDS
2047,102,92,0,92,87,88,0,BDS
2048,100,98,0,91,88,90,0,BDS
2049,106,98,0,92,88,93,0,BDS
2050,109,93,73,87,86,89,0,BDS
2051,103,94,0,87,87,90,0,BDS
2052,104,95,76,87,90,93,0,BDS
2053,109,97,0,91,90,93,0,BDS
2054,106,91,71,91,86,90,0,BDS
2055,107,92,0,90,86,94,0,BDS
2056,108,91,0,85,88,90,0,BDS
2057,109,97,79,87,90,92,0,BDS
2058,107,98,71,88,87,88,0,BDS
2059,102,92,73,91,90,90,0,BDS
2060,106,91,71,89,87,89,0,BDS
2061,103,89,0,81,86,90,0,Homeopathic
2062,101,91,0,82,85,90,0,Homeopathic
2063,99,91,0,83,89,86,0,Homeopathic
2064,103,89,0,82,88,88,0,Homeopathic
2065,103,94,66,85,86,92,0,Homeopathic
2066,100,91,0,87,82,89,0,Homeopathic
2067,99,94,65,85,84,90,0,Homeopathic
2068,105,90,0,87,86,90,0,Homeopathic
2069,96,89,69,85,87,89,0,Homeopathic
2070,104,89,74,82,90,87,0,Homeopathic
2071,102,90,70,85,84,86,0,Homeopathic
2072,96,92,67,84,83,91,0,Homeopathic
2073,98,91,0,82,84,88,0,Homeopathic
2074,95,90,67,84,86,87,0,Homeopathic
2075,99,88,0,88,88,86,0,Homeopathic
2076,101,91,0,81,82,92,0,Homeopathic
2077,104,94,70,84,83,85,0,Homeopathic
2078,105,91,74,80,83,91,0,Homeopathic
2079,96,93,0,83,84,90,0,Homeopathic
2080,95,93,0,80,89,89,0,Homeopathic
2081,104,91,68,88,83,85,0,Homeopathic
2082,103,90,67,80,82,89,0,Homeopathic
2083,97,89,68,88,85,86,0,Homeopathic
2084,102,90,0,87,84,85,0,Homeopathic
2085,97,89,66,82,87,88,0,Homeopathic
2086,97,94,0,87,85,92,0,Homeopathic
2087,103,88,70,83,87,86,0,Homeopathic
2088,101,95,70,81,88,86,0,Homeopathic
2089,95,93,72,80,89,87,0,Homeopathic
2090,105,90,0,82,87,89,0,Homeopathic
2091,101,90,74,87,86,91,0,Homeopathic
2092,95,90,0,83,89,85,0,Homeopathic
2093,100,88,0,83,88,85,0,Homeopathic
2094,97,93,0,87,89,85,0,Homeopathic
2095,99,95,0,80,86,88,0,Homeopathic
2096,97,89,67,87,90,87,0,Homeopathic
2097,96,90,72,80,84,89,0,Homeopathic
2098,99,94,0,87,84,87,0,Homeopathic
2099,98,91,0,81,87,91,0,Homeopathic
2100,105,91,0,85,82,87,0,Homeopathic
2101,105,92,75,84,83,87,0,Homeopathic
2102,105,95,0,84,90,86,0,Homeopathic
2103,105,91,70,80,88,89,0,Homeopathic
2104,100,93,0,84,88,85,0,Homeopathic
2105,95,90,66,81,90,92,0,Homeopathic
2106,102,90,75,88,88,85,0,Homeopathic
2107,98,90,0,84,84,88,0,Homeopathic
2108,105,89,0,85,88,88,0,Homeopathic
2109,96,91,75,81,84,91,0,Homeopathic
2110,103,88,70,88,88,89,0,Homeopathic
2111,98,90,75,80,86,89,0,Homeopathic
2112,102,88,74,88,82,89,0,Homeopathic
2113,101,92,75,84,87,86,0,Homeopathic
2114,102,89,0,87,88,91,0,Homeopathic
2115,100,89,0,87,88,87,0,Homeopathic
2116,96,91,66,85,82,87,0,Homeopathic
2117,104,88,0,82,90,88,0,Homeopathic
2118,96,92,65,80,87,92,0,Homeopathic
2119,103,90,0,86,86,91,0,Homeopathic
2120,100,89,75,86,90,92,0,Homeopathic
2121,100,90,0,87,86,89,0,Homeopathic
2122,101,91,74,83,87,86,0,Homeopathic
2123,95,93,71,86,90,89,0,Homeopathic
2124,97,90,0,88,86,92,0,Homeopathic
2125,100,88,75,88,88,88,0,Homeopathic
2126,103,92,0,85,87,87,0,Homeopathic
2127,103,93,71,84,89,90,0,Homeopathic
2128,98,90,0,87,86,90,0,Homeopathic
2129,98,90,0,87,84,90,0,Homeopathic
2130,97,95,65,84,86,92,0,Homeopathic
2131,103,94,0,80,87,87,0,Homeopathic
2132,104,92,0,80,88,86,0,Homeopathic
2133,102,88,70,80,88,85,0,Homeopathic
2134,103,89,72,83,86,85,0,Homeopathic
2135,98,91,69,84,90,90,0,Homeopathic
2136,102,94,0,86,87,85,0,Homeopathic
2137,98,93,0,85,86,91,0,Homeopathic
2138,95,90,68,81,87,86,0,Homeopathic
2139,95,92,0,82,84,87,0,Homeopathic
2140,100,94,0,82,87,87,0,Homeopathic
2141,95,93,71,84,87,91,0,Homeopathic
2142,97,93,0,80,88,91,0,Homeopathic
2143,103,89,66,88,87,87,0,Homeopathic
2144,104,89,70,80,84,91,0,Homeopathic
2145,97,93,66,80,83,85,0,Homeopathic
2146,99,90,0,88,86,90,0,Homeopathic
2147,102,89,69,80,88,92,0,Homeopathic
2148,105,93,0,87,83,92,0,Homeopathic
2149,95,95,73,83,86,85,0,Homeopathic
2150,105,90,69,86,87,89,0,Homeopathic
2151,95,93,74,82,89,87,0,Homeopathic
2152,98,94,75,81,85,91,0,Homeopathic
2153,105,92,0,81,88,87,0,Homeopathic
2154,101,94,71,86,84,88,0,Homeopathic
2155,105,90,66,85,82,90,0,Homeopathic
2156,103,91,67,82,87,90,0,Homeopathic
2157,103,92,66,88,90,90,0,Homeopathic
2158,105,89,0,85,90,91,0,Homeopathic
2159,98,89,0,87,89,89,0,Homeopathic
2160,97,89,0,85,87,91,0,Homeopathic
2161,97,93,73,81,82,85,0,Homeopathic
2162,97,93,70,81,90,87,0,Homeopathic
2163,98,88,67,81,85,91,0,Homeopathic
2164,99,88,0,82,85,92,0,Homeopathic
2165,97,91,0,85,86,91,0,Homeopathic
2166,101,88,73,88,89,92,0,Homeopathic
2167,95,90,66,85,83,91,0,Homeopathic
2168,101,88,0,81,84,87,0,Homeopathic
2169,98,94,70,87,85,92,0,Homeopathic
2170,99,92,0,84,89,88,0,Homeopathic
2171,99,91,0,87,88,87,0,Homeopathic
2172,104,91,0,83,87,87,0,Homeopathic
2173,99,88,66,80,89,86,0,Homeopathic
2174,99,94,0,88,85,89,0,Homeopathic
2175,99,92,75,83,87,90,0,Homeopathic
2176,102,94,0,88,82,90,0,Homeopathic
2177,96,88,72,88,84,87,0,Homeopathic
2178,103,94,72,83,84,88,0,Homeopathic
2179,104,90,69,80,90,91,0,Homeopathic
2180,99,93,0,85,89,90,0,Homeopathic
2181,98,95,70,85,84,88,0,Homeopathic
2182,96,89,0,87,86,88,0,Homeopathic
2183,104,92,67,88,87,85,0,Homeopathic
2184,97,90,0,82,87,91,0,Homeopathic
2185,100,88,0,83,85,85,0,Homeopathic
2186,105,88,0,84,90,86,0,Homeopathic
2187,100,92,74,87,90,92,0,Homeopathic
2188,96,90,73,82,83,88,0,Homeopathic
2189,103,90,70,88,83,91,0,Homeopathic
2190,101,88,0,81,89,92,0,Homeopathic
2191,101,92,74,83,89,85,0,Homeopathic
2192,100,88,0,88,89,92,0,Homeopathic
2193,104,89,0,82,87,92,0,Homeopathic
2194,103,95,71,85,85,88,0,Homeopathic
2195,104,91,0,86,86,87,0,Homeopathic
2196,105,89,68,84,87,92,0,Homeopathic
2197,101,93,0,81,85,92,0,Homeopathic
2198,95,91,65,80,84,85,0,Homeopathic
2199,103,91,67,80,83,91,0,Homeopathic
2200,101,92,69,80,90,91,0,Homeopathic
2201,97,92,0,81,84,86,0,Homeopathic
2202,101,93,0,85,88,92,0,Homeopathic
2203,95,93,0,80,87,87,0,Homeopathic
2204,97,90,65,83,89,92,0,Homeopathic
2205,105,94,74,83,86,89,0,Homeopathic
2206,95,91,0,86,82,85,0,Homeopathic
2207,96,94,74,82,83,91,0,Homeopathic
2208,101,89,0,88,90,87,0,Homeopathic
2209,96,88,0,86,82,90,0,Homeopathic
2210,97,89,71,86,86,88,0,Homeopathic
2211,97,88,0,84,85,86,0,Homeopathic
2212,103,95,0,85,89,90,0,Homeopathic
2213,95,94,0,80,86,90,0,Homeopathic
2214,102,89,69,87,85,90,0,Homeopathic
2215,103,94,0,87,85,90,0,Homeopathic
2216,104,92,65,87,88,86,0,Homeopathic
2217,105,94,67,86,84,86,0,Homeopathic
2218,97,91,70,82,84,85,0,Homeopathic
2219,102,90,0,84,90,85,0,Homeopathic
2220,101,95,75,88,83,91,0,Homeopathic
2221,96,93,0,87,89,90,0,Homeopathic
2222,105,94,66,88,90,85,0,Homeopathic
2223,101,92,0,83,88,92,0,Homeopathic
2224,102,91,0,86,89,87,0,Homeopathic
2225,103,95,71,84,84,87,0,Homeopathic
2226,96,92,73,83,82,88,0,Homeopathic
2227,104,90,0,87,90,85,0,Homeopathic
2228,102,88,67,87,86,92,0,Homeopathic
2229,97,95,0,81,84,85,0,Homeopathic
2230,105,89,70,82,89,90,0,Homeopathic
2231,99,92,0,87,87,86,0,Homeopathic
2232,103,89,70,82,82,88,0,Homeopathic
2233,95,88,0,87,88,87,0,Homeopathic
2234,103,90,67,84,87,87,0,Homeopathic
2235,102,91,72,88,87,85,0,Homeopathic
2236,100,95,0,84,90,85,0,Homeopathic
2237,105,91,0,87,89,88,0,Homeopathic
2238,98,88,73,87,86,92,0,Homeopathic
2239,100,95,0,80,82,92,0,Homeopathic
2240,103,89,0,87,90,87,0,Homeopathic
2241,95,88,71,82,82,91,0,Homeopathic
2242,104,88,0,82,88,87,0,Homeopathic
2243,103,92,75,84,82,87,0,Homeopathic
2244,103,88,65,81,89,92,0,Homeopathic
2245,102,89,0,88,90,85,0,Homeopathic
2246,102,89,75,83,83,90,0,Homeopathic
2247,103,91,0,80,87,91,0,Homeopathic
2248,95,95,0,83,88,88,0,Homeopathic
2249,101,89,65,87,85,89,0,Homeopathic
2250,97,92,0,88,82,89,0,Homeopathic
2251,98,92,75,86,84,87,0,Homeopathic
2252,102,88,75,82,85,86,0,Homeopathic
2253,98,93,0,87,88,89,0,Homeopathic
2254,105,93,66,88,82,85,0,Homeopathic
2255,104,91,0,81,84,86,0,Homeopathic
2256,101,93,0,83,89,91,0,Homeopathic
2257,101,94,74,80,87,89,0,Homeopathic
2258,105,93,0,80,83,90,0,Homeopathic
2259,102,88,0,87,90,85,0,Homeopathic
2260,104,92,0,88,85,90,0,Homeopathic
2261,105,95,0,83,89,85,0,Homeopathic
2262,103,89,71,87,85,89,0,Homeopathic
2263,95,93,0,85,90,89,0,Homeopathic
2264,98,95,65,80,90,91,0,Homeopathic
2265,101,94,75,86,90,89,0,Homeopathic
2266,100,93,0,87,86,92,0,Homeopathic
2267,95,90,0,88,88,91,0,Homeopathic
2268,100,89,0,85,87,87,0,Homeopathic
2269,101,94,0,85,86,88,0,Homeopathic
2270,102,94,0,86,86,91,0,Homeopathic
2271,105,93,0,86,84,89,0,Homeopathic
2272,97,88,0,85,88,85,0,Homeopathic
2273,99,95,0,83,83,86,0,Homeopathic
2274,95,88,0,84,88,91,0,Homeopathic
2275,95,90,0,81,88,90,0,Homeopathic
2276,97,88,71,81,89,91,0,Homeopathic
2277,95,95,67,83,85,91,0,Homeopathic
2278,103,93,0,80,88,91,0,Homeopathic
2279,101,91,0,87,90,89,0,Homeopathic
2280,99,92,0,80,83,92,0,Homeopathic
2281,95,92,0,84,84,88,0,Homeopathic
2282,97,88,69,86,84,85,0,Homeopathic
2283,105,95,70,80,83,90,0,Homeopathic
2284,96,93,75,82,82,86,0,Homeopathic
2285,95,95,0,83,90,90,0,Homeopathic
2286,96,93,66,88,84,90,0,Homeopathic
2287,98,88,0,83,82,89,0,Homeopathic
2288,101,89,0,86,86,88,0,Homeopathic
2289,100,89,70,83,86,86,0,Homeopathic
2290,100,88,74,80,82,85,0,Homeopathic
2291,103,94,0,84,83,85,0,Homeopathic
2292,102,89,75,85,90,90,0,Homeopathic
2293,97,95,0,87,88,86,0,Homeopathic
2294,103,88,75,80,88,85,0,Homeopathic
2295,99,89,0,86,84,86,0,Homeopathic
2296,98,92,73,83,90,87,0,Homeopathic
2297,96,93,65,87,85,85,0,Homeopathic
2298,96,92,70,80,85,88,0,Homeopathic
2299,95,88,0,81,83,88,0,Homeopathic
2300,102,90,72,83,82,85,0,Homeopathic
2301,104,91,72,83,83,90,0,Homeopathic
2302,102,92,67,82,90,85,0,Homeopathic
2303,105,91,74,85,84,92,0,Homeopathic
2304,95,91,0,83,82,87,0,Homeopathic
2305,101,89,74,86,84,91,0,Homeopathic
2306,96,95,0,84,83,91,0,Homeopathic
2307,101,89,0,82,90,91,0,Homeopathic
2308,95,90,0,83,83,90,0,Homeopathic
2309,103,94,0,86,84,92,0,Homeopathic
2310,101,88,69,86,89,90,0,Homeopathic
2311,96,95,74,85,87,86,0,Homeopathic
2312,103,94,69,84,85,90,0,Homeopathic
2313,95,93,74,88,82,86,0,Homeopathic
2314,97,89,75,84,87,88,0,Homeopathic
2315,97,94,65,84,88,90,0,Homeopathic
2316,95,93,0,84,82,89,0,Homeopathic
2317,95,89,68,85,90,85,0,Homeopathic
2318,97,95,0,82,87,87,0,Homeopathic
2319,97,92,0,83,87,89,0,Homeopathic
2320,104,94,71,80,83,90,0,Homeopathic
2321,103,95,0,83,88,88,0,Homeopathic
2322,104,92,0,84,88,85,0,Homeopathic
2323,96,90,67,83,84,87,0,Homeopathic
2324,99,90,0,86,88,87,0,Homeopathic
2325,101,95,69,83,86,91,0,Homeopathic
2326,103,95,75,84,88,92,0,Homeopathic
2327,101,90,75,82,89,87,0,Homeopathic
2328,104,92,69,88,83,92,0,Homeopathic
2329,102,88,0,80,87,88,0,Homeopathic
2330,99,89,0,84,89,90,0,Homeopathic
2331,105,89,70,86,84,86,0,Homeopathic
2332,95,94,71,82,84,92,0,Homeopathic
2333,100,90,65,87,88,90,0,Homeopathic
2334,95,90,0,88,84,87,0,Homeopathic
2335,99,88,66,83,90,92,0,Homeopathic
2336,95,95,0,80,90,89,0,Homeopathic
2337,96,92,0,84,87,88,0,Homeopathic
2338,100,94,70,84,89,90,0,Homeopathic
2339,100,92,71,86,83,89,0,Homeopathic
2340,99,90,0,81,90,91,0,Homeopathic
2341,97,93,0,82,85,86,0,Homeopathic
2342,96,88,72,80,90,86,0,Homeopathic
2343,98,92,68,80,83,85,0,Homeopathic
2344,95,95,0,84,85,87,0,Homeopathic
2345,104,91,0,82,86,87,0,Homeopathic
2346,100,94,0,83,83,90,0,Homeopathic
2347,100,92,0,85,89,91,0,Homeopathic
2348,99,93,71,85,88,87,0,Homeopathic
2349,99,89,0,82,82,88,0,Homeopathic
2350,104,89,0,83,87,85,0,Homeopathic
2351,99,93,72,80,89,85,0,Homeopathic
2352,97,94,75,81,87,85,0,Homeopathic
2353,105,93,0,84,82,87,0,Homeopathic
2354,100,93,0,87,88,92,0,Homeopathic
2355,99,89,0,88,83,90,0,Homeopathic
2356,96,89,0,85,86,90,0,Homeopathic
2357,97,95,65,82,89,92,0,Homeopathic
2358,102,92,0,87,85,92,0,Homeopathic
2359,99,93,68,86,86,91,0,Homeopathic
2360,97,88,70,83,90,89,0,Homeopathic
2361,103,91,75,90,89,95,0,VETERNARY
2362,101,93,0,82,88,93,0,VETERNARY
2363,99,90,0,90,90,89,0,VETERNARY
2364,103,90,0,89,91,89,0,VETERNARY
2365,103,90,0,84,93,88,0,VETERNARY
2366,100,89,0,89,90,95,0,VETERNARY
2367,99,91,0,85,90,91,0,VETERNARY
2368,96,88,80,83,93,95,0,VETERNARY
2369,104,90,78,82,89,95,0,VETERNARY
2370,102,88,0,84,91,91,0,VETERNARY
2371,96,92,0,89,93,91,0,VETERNARY
2372,98,89,0,85,94,95,0,VETERNARY
2373,95,89,80,85,95,91,0,VETERNARY
2374,99,91,0,89,93,89,0,VETERNARY
2375,101,88,0,82,92,88,0,VETERNARY
2376,104,92,76,89,90,93,0,VETERNARY
2377,96,90,82,82,95,88,0,VETERNARY
2378,95,89,0,89,93,88,0,VETERNARY
2379,104,90,0,83,94,92,0,VETERNARY
2380,103,91,0,87,95,93,0,VETERNARY
2381,97,93,80,86,92,94,0,VETERNARY
2382,102,90,0,86,90,93,0,VETERNARY
2383,97,88,0,82,92,90,0,VETERNARY
2384,97,92,0,86,88,89,0,VETERNARY
2385,103,93,0,83,90,92,0,VETERNARY
2386,101,90,0,90,91,92,0,VETERNARY
2387,95,90,0,86,90,90,0,VETERNARY
2388,101,95,79,87,89,93,0,VETERNARY
2389,95,94,0,83,95,93,0,VETERNARY
2390,100,92,81,90,93,94,0,VETERNARY
2391,97,88,0,82,88,94,0,VETERNARY
2392,99,89,82,90,89,89,0,VETERNARY
2393,97,91,78,86,89,89,0,VETERNARY
2394,96,94,77,89,88,90,0,VETERNARY
2395,99,93,0,89,93,91,0,VETERNARY
2396,98,90,0,87,94,95,0,VETERNARY
2397,100,92,0,84,94,94,0,VETERNARY
2398,95,94,0,82,88,90,0,VETERNARY
2399,102,93,77,88,94,94,0,VETERNARY
2400,98,93,0,88,90,92,0,VETERNARY
2401,96,89,76,89,94,94,0,VETERNARY
2402,103,89,0,85,90,95,0,VETERNARY
2403,98,93,0,88,94,91,0,VETERNARY
2404,102,90,76,90,90,94,0,VETERNARY
2405,101,89,75,90,94,88,0,VETERNARY
2406,102,93,75,87,92,89,0,VETERNARY
2407,100,95,80,86,93,90,0,VETERNARY
2408,96,90,75,89,88,91,0,VETERNARY
2409,104,93,82,89,93,92,0,VETERNARY
2410,96,94,76,86,92,92,0,VETERNARY
2411,103,92,0,82,94,93,0,VETERNARY
2412,100,94,78,82,92,90,0,VETERNARY
2413,100,90,78,82,94,89,0,VETERNARY
2414,101,91,0,85,88,88,0,VETERNARY
2415,95,92,82,86,88,88,0,VETERNARY
2416,97,89,80,88,90,90,0,VETERNARY
2417,100,89,0,87,93,88,0,VETERNARY
2418,103,89,0,83,95,92,0,VETERNARY
2419,103,93,75,84,95,92,0,VETERNARY
2420,98,93,78,84,92,90,0,VETERNARY
2421,98,88,81,86,91,90,0,VETERNARY
2422,97,88,0,82,88,88,0,VETERNARY
2423,103,91,77,90,95,95,0,VETERNARY
2424,104,88,0,82,92,89,0,VETERNARY
2425,102,90,0,82,93,88,0,VETERNARY
