Serial,IQ,English,Accountancy,Economics,Buisness Studies,Mathematics,Computer Application,Stream
1615,96,89,69,95,92,0,91,BBA
1616,91,85,66,95,85,0,87,BBA
1617,93,92,72,91,90,0,95,BBA
1618,91,91,66,80,84,0,93,BBA
1619,96,82,76,83,92,0,88,BBA
1620,91,92,69,83,80,0,84,BBA
1621,100,81,69,86,87,0,89,BBA
1622,90,87,63,87,82,0,84,BBA
1623,98,84,79,80,94,0,81,BBA
1624,90,94,63,84,85,0,84,BBA
1625,97,80,66,86,82,0,82,BBA
1626,91,82,60,91,86,0,86,BBA
1627,97,89,71,83,92,0,89,BBA
1628,92,87,72,92,93,0,84,BBA
1629,95,83,69,83,86,0,87,BBA
1630,92,95,74,83,91,0,80,BBA
1631,96,93,72,91,94,0,82,BBA
1632,99,86,80,85,88,0,82,BBA
1633,98,89,68,86,95,0,88,BBA
1634,91,91,68,81,84,0,84,BBA
1635,94,93,74,94,94,0,95,BBA
1636,95,93,69,84,87,0,91,BBA
1637,93,81,69,83,89,0,88,BBA
1638,93,86,67,94,89,0,92,BBA
1639,93,84,75,93,95,0,88,BBA
1640,91,84,76,95,87,0,80,BBA
1641,93,85,64,92,80,0,81,BBA
1642,100,92,63,82,91,0,84,BBA
1643,90,88,77,86,84,0,83,BBA
1644,95,93,78,90,82,0,94,BBA
1645,90,85,63,91,80,0,89,BBA
1646,99,91,66,85,83,0,88,BBA
1647,95,92,69,93,87,0,86,BBA
1648,90,94,77,86,82,0,85,BBA
1649,95,93,78,84,95,0,86,BBA
1650,99,87,63,92,95,0,80,BBA
1651,97,86,69,85,89,0,80,BBA
1652,100,88,60,84,81,0,87,BBA
1653,91,83,77,93,90,0,92,BBA
1654,91,81,64,86,88,0,92,BBA
1655,93,86,74,81,89,0,81,BBA
1656,100,85,76,93,84,0,91,BBA
1657,92,80,62,90,95,0,89,BBA
1658,93,90,71,84,93,0,90,BBA
1659,96,88,61,85,86,0,88,BBA
1660,100,88,60,85,90,0,86,BBA
1661,90,91,80,94,90,0,85,BBA
1662,95,81,76,84,81,0,80,BBA
1663,92,82,75,89,88,0,80,BBA
1664,100,84,64,86,95,0,81,BBA
1665,99,84,74,89,92,0,85,BBA
1666,96,94,62,87,88,0,93,BBA
1667,99,80,66,86,83,0,85,BBA
1668,91,87,70,84,83,0,81,BBA
1669,91,91,69,80,85,0,80,BBA
1670,93,87,68,92,89,0,89,BBA
1671,90,83,73,84,89,0,84,BBA
1672,92,92,72,89,89,0,84,BBA
1673,98,86,61,81,85,0,81,BBA
1674,96,94,62,92,91,0,85,BBA
1675,96,94,66,84,80,0,95,BBA
1676,100,90,80,84,93,0,88,BBA
1677,93,89,77,81,93,0,81,BBA
1678,91,82,62,84,88,0,89,BBA
1679,93,85,69,92,81,0,81,BBA
1680,95,93,66,95,84,0,95,BBA
1681,100,95,68,83,88,0,95,BBA
1682,100,89,76,80,83,0,82,BBA
1683,92,92,70,82,90,0,92,BBA
1684,90,89,66,80,95,0,86,BBA
1685,97,91,73,91,82,0,85,BBA
1686,94,93,78,90,94,0,91,BBA
1687,94,88,63,94,86,0,87,BBA
1688,100,80,65,84,85,0,94,BBA
1689,93,84,69,83,87,0,87,BBA
1690,95,83,66,95,82,0,85,BBA
1691,92,87,72,86,84,0,91,BBA
1692,98,90,73,84,89,0,90,BBA
1693,94,91,63,89,83,0,89,BBA
1694,92,80,67,93,94,0,82,BBA
1695,100,88,64,83,92,0,95,BBA
1696,90,95,60,81,83,0,82,BBA
1697,99,85,63,83,83,0,94,BBA
1698,95,83,62,95,89,0,80,BBA
1699,91,91,68,91,87,0,95,BBA
1700,92,88,67,81,85,0,95,BBA
1701,90,90,60,87,82,0,86,BBA
1702,98,84,65,82,89,0,84,BBA
1703,97,94,68,88,84,0,83,BBA
1704,91,84,66,92,85,0,89,BBA
1705,100,91,63,83,84,0,94,BBA
1706,97,84,72,92,85,0,83,BBA
1707,98,80,76,85,87,0,93,BBA
1708,90,80,61,89,86,0,83,BBA
1709,94,87,64,84,84,0,85,BBA
1710,97,91,71,89,89,0,94,BBA
1711,100,87,80,92,85,0,87,BBA
1712,91,91,67,80,93,0,87,BBA
1713,93,94,65,88,83,0,84,BBA
1714,96,94,67,95,91,0,94,BBA
1715,92,85,77,80,88,0,85,BBA
1716,94,91,62,87,92,0,83,BBA
1717,97,90,71,88,83,0,91,BBA
1718,99,92,62,88,80,0,93,BBA
1719,92,83,65,80,86,0,90,BBA
1720,93,81,61,81,86,0,92,BBA
1721,98,93,71,91,83,0,88,BBA
1722,96,81,61,95,92,0,87,BBA
1723,90,88,65,92,93,0,89,BBA
1724,93,94,76,80,82,0,91,BBA
1725,93,84,62,89,87,0,89,BBA
1726,98,83,61,81,84,0,80,BBA
1727,95,89,79,89,95,0,94,BBA
1728,98,92,67,95,89,0,81,BBA
1729,95,80,71,91,86,0,88,BBA
1730,95,86,63,87,83,0,87,BBA
1731,94,82,64,84,83,0,93,BBA
1732,94,85,72,91,87,0,82,BBA
1733,91,84,74,90,93,0,87,BBA
1734,97,84,75,86,87,0,91,BBA
1735,97,90,69,81,81,0,80,BBA
1736,100,84,75,87,93,0,89,BBA
1737,90,80,71,90,81,0,83,BBA
1738,97,80,76,85,82,0,82,BBA
1739,94,82,75,87,94,0,85,BBA
1740,91,93,71,80,91,0,86,BBA
1741,91,91,67,94,91,0,83,BBA
1742,95,89,79,80,82,0,86,BBA
1743,100,83,62,91,80,0,88,BBA
1744,98,84,75,86,94,0,90,BBA
1745,90,81,72,87,93,0,81,BBA
1746,95,87,78,92,82,0,90,BBA
1747,98,90,67,82,85,0,82,BBA
1748,97,90,64,84,87,0,84,BBA
1749,100,93,79,95,92,0,82,BBA
1750,95,81,67,91,91,0,90,BBA
1751,92,88,71,80,93,0,87,BBA
1752,97,81,60,86,89,0,91,BBA
1753,98,92,80,84,85,0,89,BBA
1754,90,88,79,87,84,0,87,BBA
1755,98,86,65,92,94,0,87,BBA
1756,95,94,77,87,83,0,91,BBA
1757,95,87,67,88,95,0,91,BBA
1758,93,94,66,86,82,0,88,BBA
1759,90,90,60,90,95,0,83,BBA
1760,99,81,80,80,92,0,84,BBA
1761,97,86,75,92,83,0,84,BBA
1762,92,75,69,75,72,0,90,BCA(H)
1763,100,63,66,68,64,0,94,BCA(H)
1764,96,60,60,75,77,0,96,BCA(H)
1765,93,60,80,72,72,0,98,BCA(H)
1766,96,60,78,60,79,0,96,BCA(H)
1767,97,71,78,73,77,0,93,BCA(H)
1768,97,77,75,64,64,0,98,BCA(H)
1769,92,70,65,69,66,0,99,BCA(H)
1770,98,78,66,73,67,0,100,BCA(H)
1771,99,72,78,79,78,0,100,BCA(H)
1772,95,76,69,66,63,0,97,BCA(H)
1773,98,60,63,80,66,0,97,BCA(H)
1774,94,65,64,60,80,0,94,BCA(H)
1775,90,67,61,79,74,0,95,BCA(H)
1776,99,77,67,76,80,0,94,BCA(H)
1777,96,77,62,79,64,0,93,BCA(H)
1778,90,78,62,68,79,0,95,BCA(H)
1779,98,73,69,72,79,0,91,BCA(H)
1780,98,60,77,77,75,0,92,BCA(H)
1781,98,77,74,68,69,0,99,BCA(H)
1782,100,74,80,73,79,0,95,BCA(H)
1783,93,79,77,80,77,0,97,BCA(H)
1784,94,68,64,71,74,0,97,BCA(H)
1785,100,69,70,60,76,0,97,BCA(H)
1786,97,69,68,79,65,0,92,BCA(H)
1787,96,68,72,71,72,0,98,BCA(H)
1788,99,67,62,60,67,0,92,BCA(H)
1789,92,74,69,68,68,0,93,BCA(H)
1790,98,76,72,63,61,0,99,BCA(H)
1791,98,78,70,65,71,0,100,BCA(H)
1792,90,61,72,68,79,0,96,BCA(H)
1793,91,65,68,78,73,0,91,BCA(H)
1794,92,78,64,71,75,0,90,BCA(H)
1795,92,71,78,68,69,0,93,BCA(H)
1796,99,75,67,78,67,0,99,BCA(H)
1797,94,79,68,75,78,0,100,BCA(H)
1798,90,78,62,74,75,0,94,BCA(H)
1799,96,63,79,78,66,0,94,BCA(H)
1800,100,67,60,76,67,0,96,BCA(H)
1801,91,77,78,63,77,0,90,BCA(H)
1802,90,67,72,60,78,0,95,BCA(H)
1803,98,77,76,60,70,0,92,BCA(H)
1804,97,60,75,64,80,0,92,BCA(H)
1805,94,78,62,78,75,0,93,BCA(H)
1806,94,71,77,69,73,0,96,BCA(H)
1807,99,62,71,74,78,0,92,BCA(H)
1808,90,66,66,68,70,0,100,BCA(H)
1809,97,71,70,63,75,0,95,BCA(H)
1810,92,66,80,67,65,0,99,BCA(H)
1811,91,62,78,61,80,0,97,BCA(H)
1812,95,73,77,76,73,0,93,BCA(H)
1813,100,74,69,63,76,0,92,BCA(H)
1814,98,62,76,67,69,0,98,BCA(H)
1815,98,65,68,80,78,0,93,BCA(H)
1816,97,65,74,72,61,0,92,BCA(H)
1817,98,73,73,69,62,0,100,BCA(H)
1818,95,75,65,71,70,0,95,BCA(H)
1819,91,75,65,76,75,0,90,BCA(H)
1820,99,79,61,65,76,0,95,BCA(H)
1821,94,76,62,73,69,0,95,BCA(H)
1822,95,66,69,78,73,0,99,BCA(H)
1823,94,62,70,72,71,0,97,BCA(H)
1824,92,72,63,69,80,0,92,BCA(H)
1825,100,79,68,63,73,0,91,BCA(H)
1826,98,80,72,65,68,0,96,BCA(H)
1827,97,64,64,79,80,0,90,BCA(H)
1828,94,64,67,71,62,0,93,BCA(H)
1829,99,60,67,66,80,0,91,BCA(H)
1830,95,62,70,68,63,0,90,BCA(H)
1831,94,71,67,72,66,0,100,BCA(H)
1832,94,71,75,71,77,0,90,BCA(H)
1833,92,67,66,74,75,0,90,BCA(H)
1834,91,66,69,65,80,0,100,BCA(H)
1835,96,77,67,73,75,0,92,BCA(H)
1836,99,69,63,69,73,0,98,BCA(H)
1837,90,76,74,79,67,0,90,BCA(H)
1838,99,80,64,63,60,0,91,BCA(H)
1839,99,66,66,63,62,0,91,BCA(H)
1840,93,64,76,69,66,0,97,BCA(H)
1841,96,80,79,70,60,0,96,BCA(H)
1842,91,73,74,74,70,0,95,BCA(H)
1843,98,66,79,68,76,0,92,BCA(H)
1844,97,73,77,79,80,0,90,BCA(H)
1845,93,70,70,69,70,0,96,BCA(H)
1846,90,79,76,62,78,0,92,BCA(H)
1847,100,65,66,62,80,0,96,BCA(H)
1848,94,80,69,80,78,0,97,BCA(H)
1849,99,79,71,62,69,0,99,BCA(H)
1850,97,63,80,79,66,0,95,BCA(H)
1851,98,63,77,65,80,0,90,BCA(H)
1852,98,71,70,61,65,0,93,BCA(H)
1853,92,60,73,66,68,0,99,BCA(H)
1854,94,66,64,72,61,0,95,BCA(H)
1855,95,69,76,68,76,0,96,BCA(H)
1856,95,80,71,76,73,0,95,BCA(H)
1857,90,80,71,72,61,0,91,BCA(H)
1858,96,63,76,68,64,0,99,BCA(H)
1859,91,78,73,73,71,0,98,BCA(H)
1860,98,61,61,80,71,0,100,BCA(H)
1861,97,75,66,68,76,0,99,BCA(H)
1862,100,77,63,63,65,0,93,BCA(H)
1863,98,78,75,68,79,0,92,BCA(H)
1864,94,64,60,77,69,0,92,BCA(H)
1865,100,78,64,64,77,0,100,BCA(H)
1866,94,62,72,79,65,0,96,BCA(H)
1867,93,70,74,72,60,0,94,BCA(H)
1868,99,69,70,72,61,0,100,BCA(H)
1869,94,66,78,66,67,0,96,BCA(H)
1870,90,60,79,79,80,0,100,BCA(H)
1871,95,76,62,60,61,0,100,BCA(H)
1872,98,67,80,66,67,0,90,BCA(H)
1873,92,73,72,68,62,0,93,BCA(H)
1874,95,68,73,70,79,0,98,BCA(H)
1875,91,67,61,69,74,0,98,BCA(H)
1876,97,78,73,63,76,0,91,BCA(H)
1877,95,61,75,64,74,0,93,BCA(H)
1878,93,75,72,62,73,0,96,BCA(H)
1879,92,75,61,72,76,0,98,BCA(H)
1880,96,67,70,67,60,0,91,BCA(H)
1881,97,65,79,71,78,0,96,BCA(H)
1882,100,60,75,72,75,0,93,BCA(H)
1883,94,79,62,74,75,0,92,BCA(H)
1884,91,79,80,71,68,0,95,BCA(H)
1885,99,65,80,73,76,0,94,BCA(H)
1886,96,60,63,72,68,0,96,BCA(H)
1887,97,62,76,73,61,0,93,BCA(H)
1888,91,61,68,72,79,0,99,BCA(H)
1889,93,77,72,66,64,0,90,BCA(H)
1890,98,78,69,65,62,0,99,BCA(H)
1891,99,63,76,76,73,0,90,BCA(H)
1892,94,75,80,67,64,0,98,BCA(H)
1893,98,63,76,71,78,0,93,BCA(H)
1894,99,67,79,64,69,0,94,BCA(H)
1895,94,72,79,69,60,0,90,BCA(H)
1896,99,75,61,71,79,0,97,BCA(H)
1897,93,78,65,73,70,0,91,BCA(H)
1898,92,60,75,71,65,0,97,BCA(H)
1899,97,64,72,67,74,0,97,BCA(H)
1900,97,65,61,80,71,0,99,BCA(H)
1901,91,66,61,70,60,0,97,BCA(H)
1902,99,80,70,76,75,0,93,BCA(H)
1903,92,76,72,75,68,0,98,BCA(H)
1904,98,66,63,71,74,0,99,BCA(H)
1905,90,80,63,78,78,0,93,BCA(H)
1906,98,70,62,62,72,0,91,BCA(H)
1907,98,70,71,79,74,0,99,BCA(H)
1908,98,69,60,77,65,0,91,BCA(H)
1909,97,63,72,70,64,0,96,BCA(H)
1910,95,79,69,75,68,0,92,BCA(H)
1911,97,60,69,70,77,0,91,BCA(H)
1912,93,63,74,65,71,0,98,BCA(H)
1913,98,64,70,76,67,0,91,BCA(H)
1914,96,65,75,65,76,0,97,BCA(H)
1915,95,62,76,66,77,0,97,BCA(H)
1916,95,60,79,70,78,0,90,BCA(H)
1917,96,74,76,77,66,0,91,BCA(H)
1918,90,80,70,68,74,0,98,BCA(H)
1919,91,62,70,70,72,0,95,BCA(H)
1920,92,66,64,60,69,0,91,BCA(H)
1921,91,70,72,62,68,0,100,BCA(H)
1922,94,79,62,61,62,0,92,BCA(H)
1923,97,74,79,61,65,0,90,BCA(H)
1924,97,76,77,78,71,0,100,BCA(H)
1925,95,72,62,77,78,0,90,BCA(H)
1926,99,68,76,77,78,0,96,BCA(H)
1927,96,64,62,61,63,0,100,BCA(H)
1928,90,78,75,61,74,0,96,BCA(H)
1929,98,76,61,65,61,0,96,BCA(H)
1930,96,60,70,71,74,0,94,BCA(H)
1931,96,75,73,67,67,0,91,BCA(H)
1932,96,61,75,70,69,0,96,BCA(H)
1933,96,75,68,63,75,0,99,BCA(H)
1934,90,77,79,75,68,0,91,BCA(H)
1935,96,62,76,66,76,0,99,BCA(H)
1936,98,69,64,61,71,0,94,BCA(H)
1937,93,62,74,75,80,0,95,BCA(H)
1938,96,71,75,78,73,0,91,BCA(H)
1939,90,79,67,60,66,0,96,BCA(H)
1940,93,61,75,69,76,0,92,BCA(H)
1941,94,68,78,77,68,0,93,BCA(H)
1942,100,80,77,74,71,0,97,BCA(H)
1943,92,66,76,77,62,0,90,BCA(H)
1944,93,62,73,68,62,0,94,BCA(H)
1945,94,70,65,67,72,0,96,BCA(H)
1946,100,70,76,74,63,0,91,BCA(H)
1947,99,73,67,63,80,0,93,BCA(H)
1948,90,66,71,65,77,0,93,BCA(H)
1949,92,80,66,72,74,0,97,BCA(H)
1950,99,70,66,74,75,0,100,BCA(H)
1951,90,66,63,62,72,0,99,BCA(H)
1952,99,80,80,70,61,0,92,BCA(H)
1953,93,79,63,67,68,0,90,BCA(H)
1954,100,70,61,70,70,0,90,BCA(H)
1955,93,60,79,80,79,0,96,BCA(H)
1956,94,72,71,61,64,0,91,BCA(H)
1957,97,71,69,80,70,0,92,BCA(H)
1958,91,63,75,69,67,0,99,BCA(H)
1959,96,73,68,76,62,0,99,BCA(H)
1960,95,77,62,68,62,0,99,BCA(H)
1961,98,62,75,66,67,0,92,BCA(H)
1962,100,75,63,76,61,0,96,BCA(H)
1963,97,62,71,74,61,0,96,BCA(H)
1964,94,75,79,63,67,0,92,BCA(H)
1965,94,68,79,74,64,0,96,BCA(H)
1966,94,60,67,75,71,0,95,BCA(H)
1967,98,80,76,68,60,0,94,BCA(H)
1968,93,63,72,79,66,0,98,BCA(H)
1969,91,72,70,73,69,0,97,BCA(H)
1970,93,63,62,67,80,0,95,BCA(H)
1971,90,79,67,60,73,0,97,BCA(H)
1972,91,75,73,74,78,0,98,BCA(H)
1973,90,76,80,64,67,0,96,BCA(H)
1974,98,69,60,75,69,0,92,BCA(H)
1975,97,69,75,71,68,0,98,BCA(H)
1976,97,73,77,69,78,0,97,BCA(H)
1977,95,76,79,63,80,0,100,BCA(H)
1978,97,77,68,74,80,0,91,BCA(H)
1979,91,60,62,63,75,0,94,BCA(H)
1980,99,73,65,68,70,0,100,BCA(H)
1981,95,62,77,77,71,0,95,BCA(H)
1982,100,66,78,79,80,0,100,BCA(H)
1983,91,77,73,80,65,0,90,BCA(H)
1984,95,65,62,80,67,0,90,BCA(H)
1985,97,76,62,71,78,0,98,BCA(H)
1986,95,69,70,64,68,0,93,BCA(H)
1987,94,64,72,77,64,0,95,BCA(H)
1988,91,67,60,76,71,0,94,BCA(H)
1989,94,71,74,80,66,0,94,BCA(H)
1990,92,76,71,73,78,0,100,BCA(H)
1991,93,72,60,62,79,0,91,BCA(H)
1992,97,79,62,70,66,0,98,BCA(H)
1993,96,78,69,69,71,0,99,BCA(H)
1994,96,75,75,77,80,0,97,BCA(H)
1995,93,72,77,68,75,0,94,BCA(H)
1996,100,66,69,66,64,0,91,BCA(H)
1997,90,68,66,61,72,0,97,BCA(H)
1998,93,62,80,77,73,0,95,BCA(H)
1999,91,67,69,75,73,0,91,BCA(H)
2000,93,79,66,60,60,0,93,BCA(H)
2001,100,68,69,69,66,0,100,BCA(H)
2002,94,62,60,70,77,0,92,BCA(H)
2003,99,73,66,69,65,0,91,BCA(H)
2004,95,80,70,79,66,0,97,BCA(H)
2005,97,78,79,63,66,0,92,BCA(H)
2006,95,65,75,66,63,0,100,BCA(H)
2007,92,69,76,63,63,0,99,BCA(H)
2008,98,71,71,65,67,0,100,BCA(H)
2009,100,65,62,79,78,0,100,BCA(H)
2010,92,65,68,79,60,0,92,BCA(H)
2011,98,64,80,60,65,0,92,BCA(H)
2012,92,80,60,73,61,0,93,BCA(H)
2013,97,75,78,64,71,0,95,BCA(H)
2014,98,77,74,64,65,0,99,BCA(H)
2015,94,77,65,66,76,0,98,BCA(H)
2016,98,80,76,64,72,0,97,BCA(H)
2017,92,62,77,70,76,0,99,BCA(H)
2018,90,78,60,80,73,0,97,BCA(H)
2019,91,61,62,72,69,0,94,BCA(H)
2020,94,69,73,75,78,0,94,BCA(H)
2021,99,72,80,70,70,0,95,BCA(H)
2022,91,67,60,60,79,0,90,BCA(H)
2023,95,63,73,61,80,0,98,BCA(H)
2024,97,64,62,65,72,0,97,BCA(H)
2025,92,77,73,65,74,0,98,BCA(H)
2026,97,66,73,77,65,0,95,BCA(H)
2027,93,66,61,77,77,0,98,BCA(H)
2028,98,79,74,77,74,0,100,BCA(H)
2029,96,63,78,73,78,0,96,BCA(H)
2030,96,79,78,71,65,0,94,BCA(H)
2031,91,79,60,73,76,0,91,BCA(H)
2032,95,72,65,68,69,0,98,BCA(H)
2033,99,63,65,74,63,0,99,BCA(H)
2034,90,63,69,76,63,0,97,BCA(H)
2035,98,65,63,76,71,0,99,BCA(H)
2036,95,72,77,72,66,0,99,BCA(H)
2037,97,63,76,61,62,0,98,BCA(H)
2038,97,69,76,75,68,0,95,BCA(H)
2039,94,62,64,67,73,0,91,BCA(H)
2040,93,71,60,75,66,0,90,BCA(H)
2041,96,60,79,71,80,0,92,BCA(H)
2042,91,74,66,78,76,0,94,BCA(H)
2043,96,61,73,67,70,0,98,BCA(H)
2044,91,64,79,79,79,0,95,BCA(H)
2045,97,63,60,77,69,0,90,BCA(H)
2046,96,77,60,66,62,0,92,BCA(H)
2047,90,61,60,70,60,0,100,BCA(H)
2048,98,69,63,71,79,0,100,BCA(H)
2049,94,72,61,76,80,0,94,BCA(H)
2050,98,70,77,74,75,0,98,BCA(H)
2051,90,74,72,77,62,0,97,BCA(H)
2052,91,76,80,67,66,0,100,BCA(H)
2053,95,68,76,70,60,0,99,BCA(H)
2054,92,77,80,69,61,0,96,BCA(H)
2055,93,66,65,79,65,0,94,BCA(H)
2056,97,80,66,66,72,0,96,BCA(H)
2057,91,70,77,72,61,0,93,BCA(H)
2058,97,75,65,62,80,0,93,BCA(H)
2059,91,78,61,77,69,0,96,BCA(H)
2060,91,76,74,68,65,0,96,BCA(H)
2061,96,77,76,67,70,0,96,BCA(H)
2062,98,71,80,72,76,0,94,BCA(H)
2063,91,60,79,70,66,0,94,BCA(H)
2064,93,70,62,77,60,0,90,BCA(H)
2065,100,63,76,71,61,0,96,BCA(H)
2066,100,78,77,70,77,0,96,BCA(H)
2067,96,64,74,62,62,0,100,BCA(H)
2068,94,64,77,60,73,0,95,BCA(H)
2069,93,65,77,68,68,0,95,BCA(H)
2070,96,73,69,80,76,0,90,BCA(H)
2071,96,71,60,79,61,0,92,BCA(H)
2072,93,79,69,73,78,0,93,BCA(H)
2073,90,68,64,73,74,0,94,BCA(H)
2074,91,65,62,68,69,0,93,BCA(H)
2075,100,61,62,63,64,0,94,BCA(H)
2076,94,60,74,60,80,0,98,BCA(H)
2077,95,67,70,67,66,0,91,BCA(H)
2078,95,79,71,66,70,0,93,BCA(H)
2079,98,70,75,64,68,0,91,BCA(H)
2080,90,78,71,65,64,0,93,BCA(H)
2081,90,62,73,60,68,0,97,BCA(H)
2082,93,61,61,72,63,0,90,BCA(H)
2083,95,77,77,79,60,0,93,BCA(H)
2084,97,62,69,74,66,0,90,BCA(H)
2085,95,61,63,69,62,0,100,BCA(H)
2086,94,68,77,68,68,0,97,BCA(H)
2087,100,79,75,66,78,0,92,BCA(H)
2088,91,74,61,62,63,0,92,BCA(H)
2089,96,62,64,72,60,0,91,BCA(H)
2090,95,77,60,71,62,0,95,BCA(H)
2091,95,77,65,60,70,0,98,BCA(H)
2092,98,76,62,68,65,0,96,BCA(H)
2093,92,78,74,65,70,0,99,BCA(H)
2094,100,65,70,63,60,0,93,BCA(H)
2095,93,80,80,74,66,0,93,BCA(H)
2096,95,66,75,71,68,0,95,BCA(H)
2097,95,76,72,73,69,0,92,BCA(H)
2098,99,72,70,74,71,0,100,BCA(H)
2099,94,76,61,80,76,0,92,BCA(H)
2100,93,73,61,76,69,0,95,BCA(H)
2101,90,73,72,73,77,0,95,BCA(H)
2102,85,75,65,89,88,0,72,CS
2103,90,72,71,88,87,0,67,CS
2104,90,66,73,82,90,0,71,CS
2105,87,66,71,89,90,0,68,CS
2106,86,74,69,80,87,0,66,CS
2107,85,68,74,83,84,0,67,CS
2108,85,73,69,87,86,0,68,CS
2109,90,66,72,83,84,0,66,CS
2110,85,68,70,88,86,0,65,CS
2111,95,68,65,89,88,0,75,CS
2112,87,68,70,80,84,0,70,CS
2113,92,72,65,80,85,0,69,CS
2114,92,75,75,90,80,0,75,CS
2115,90,75,71,85,88,0,67,CS
2116,94,73,69,85,85,0,69,CS
2117,86,67,70,85,85,0,74,CS
2118,87,75,71,84,85,0,71,CS
2119,87,70,67,87,82,0,69,CS
2120,86,71,68,86,86,0,67,CS
2121,88,72,69,81,88,0,65,CS
2122,88,73,67,86,83,0,65,CS
2123,93,75,73,87,81,0,66,CS
2124,88,71,66,81,84,0,73,CS
2125,94,71,74,84,82,0,72,CS
2126,93,73,68,88,84,0,69,CS
2127,94,67,71,86,86,0,73,CS
2128,86,68,66,81,81,0,66,CS
2129,95,71,69,80,88,0,67,CS
2130,91,65,73,86,82,0,69,CS
2131,95,68,67,85,89,0,75,CS
2132,88,72,66,90,88,0,71,CS
2133,95,75,70,85,82,0,74,CS
2134,91,70,66,90,86,0,67,CS
2135,85,69,68,82,81,0,74,CS
2136,89,69,69,84,81,0,65,CS
2137,86,72,71,81,90,0,67,CS
2138,95,70,72,86,88,0,70,CS
2139,88,65,72,82,81,0,65,CS
2140,87,70,74,85,83,0,74,CS
2141,91,69,65,83,82,0,74,CS
2142,89,72,68,82,84,0,70,CS
2143,86,74,65,81,83,0,68,CS
2144,93,75,65,85,83,0,66,CS
2145,94,71,67,90,85,0,71,CS
2146,93,68,71,82,82,0,70,CS
2147,91,69,74,84,89,0,73,CS
2148,89,66,73,82,88,0,71,CS
2149,90,75,72,88,88,0,66,CS
2150,90,74,73,84,81,0,66,CS
2151,86,74,66,90,87,0,73,CS
2152,85,68,74,82,89,0,66,CS
2153,87,68,74,80,81,0,75,CS
2154,89,74,66,86,88,0,66,CS
2155,86,70,70,87,83,0,73,CS
2156,86,72,74,90,88,0,75,CS
2157,94,70,70,89,85,0,69,CS
2158,89,69,74,89,88,0,65,CS
2159,91,71,75,86,81,0,74,CS
2160,90,73,70,83,84,0,67,CS
2161,93,68,65,84,83,0,70,CS
2162,93,73,68,81,82,0,75,CS
2163,88,67,67,84,83,0,73,CS
2164,94,69,70,84,84,0,65,CS
2165,89,75,71,80,81,0,74,CS
2166,94,75,70,82,87,0,66,CS
2167,89,75,67,85,86,0,73,CS
2168,86,68,68,84,89,0,71,CS
2169,93,74,72,90,87,0,68,CS
2170,85,75,65,85,81,0,69,CS
2171,93,75,67,90,80,0,66,CS
2172,85,65,74,87,84,0,75,CS
2173,87,73,66,80,85,0,67,CS
2174,91,75,69,82,82,0,68,CS
2175,95,73,67,87,88,0,70,CS
2176,89,67,66,85,86,0,72,CS
2177,86,73,69,83,88,0,70,CS
2178,87,66,70,85,81,0,70,CS
2179,94,70,66,89,88,0,71,CS
2180,92,71,65,84,82,0,74,CS
2181,86,70,66,80,84,0,69,CS
2182,89,72,72,83,84,0,74,CS
2183,87,67,74,90,89,0,73,CS
2184,86,71,66,88,83,0,75,CS
2185,94,72,68,89,82,0,75,CS
2186,91,71,68,90,83,0,73,CS
2187,86,68,68,81,83,0,67,CS
2188,92,68,67,83,81,0,73,CS
2189,89,67,65,80,81,0,73,CS
2190,85,70,70,80,82,0,68,CS
2191,89,71,68,89,85,0,72,CS
2192,87,68,68,90,83,0,67,CS
2193,87,69,67,81,84,0,70,CS
2194,94,68,75,87,87,0,73,CS
2195,92,67,71,85,82,0,67,CS
2196,86,72,69,80,90,0,68,CS
2197,94,73,67,90,88,0,73,CS
2198,91,68,73,89,81,0,69,CS
2199,94,74,74,86,83,0,75,CS
2200,93,71,65,87,82,0,65,CS
2201,88,66,75,84,83,0,72,CS
2202,90,69,72,88,84,0,73,CS
2203,90,65,66,84,81,0,75,CS
2204,92,65,73,90,80,0,66,CS
2205,87,68,66,80,84,0,75,CS
2206,88,69,65,81,87,0,69,CS
2207,87,73,66,90,83,0,68,CS
2208,88,66,70,83,89,0,68,CS
2209,86,74,71,83,84,0,72,CS
2210,85,67,69,88,89,0,72,CS
2211,95,66,66,82,82,0,70,CS
2212,85,72,67,85,85,0,65,CS
2213,94,73,74,83,88,0,75,CS
2214,85,71,75,82,80,0,67,CS
2215,93,66,73,90,90,0,66,CS
2216,88,66,66,82,84,0,71,CS
2217,90,69,74,81,85,0,69,CS
2218,88,69,72,87,86,0,71,CS
2219,90,75,70,89,87,0,74,CS
2220,89,68,66,81,80,0,66,CS
2221,90,67,75,87,89,0,68,CS
2222,89,75,69,85,86,0,70,CS
2223,90,66,65,89,90,0,73,CS
2224,94,65,67,81,85,0,71,CS
2225,89,69,69,90,86,0,69,CS
2226,88,69,65,86,84,0,71,CS
2227,86,71,68,89,89,0,75,CS
2228,88,74,70,83,89,0,70,CS
2229,86,75,75,90,89,0,74,CS
2230,87,68,65,86,85,0,73,CS
2231,95,75,71,81,88,0,68,CS
2232,85,71,75,90,83,0,67,CS
2233,90,65,73,88,85,0,73,CS
2234,94,75,75,83,88,0,67,CS
2235,95,66,66,86,80,0,68,CS
2236,86,71,73,84,87,0,67,CS
